"State","County","surroundingPopulationSummed","surroundingAreaSummed","surroundingHogFarmsSummed","surroundingHogCountSummed","Population..2020.census.","Area..mi.2.","hogFarms","hogCount","stateHogFarms","stateHogCount","surroundingPopulationDensity","populationDensity","animalDensity","farmDensity","surroundAnimalDensity","surroundingFarmDensity","Cooling.Degree.Days_JAN","Heating.Degree.Days_JAN","pcp_JAN","tavg_JAN","tmax_JAN","tmin_JAN","Cooling.Degree.Days_FEB","Heating.Degree.Days_FEB","pcp_FEB","tavg_FEB","tmax_FEB","tmin_FEB","Cooling.Degree.Days_MAR","Heating.Degree.Days_MAR","pcp_MAR","tavg_MAR","tmax_MAR","tmin_MAR","Cooling.Degree.Days_APR","Heating.Degree.Days_APR","pcp_APR","tavg_APR","tmax_APR","tmin_APR","Cooling.Degree.Days_MAY","Heating.Degree.Days_MAY","pcp_MAY","tavg_MAY","tmax_MAY","tmin_MAY","Cooling.Degree.Days_JUN","Heating.Degree.Days_JUN","pcp_JUN","tavg_JUN","tmax_JUN","tmin_JUN","Cooling.Degree.Days_JUL","Heating.Degree.Days_JUL","pcp_JUL","tavg_JUL","tmax_JUL","tmin_JUL","Cooling.Degree.Days_AUG","Heating.Degree.Days_AUG","pcp_AUG","tavg_AUG","tmax_AUG","tmin_AUG","Cooling.Degree.Days_SEP","Heating.Degree.Days_SEP","pcp_SEP","tavg_SEP","tmax_SEP","tmin_SEP","Cooling.Degree.Days_OCT","Heating.Degree.Days_OCT","pcp_OCT","tavg_OCT","tmax_OCT","tmin_OCT","Cooling.Degree.Days_NOV","Heating.Degree.Days_NOV","pcp_NOV","tavg_NOV","tmax_NOV","tmin_NOV","Cooling.Degree.Days_DEC","Heating.Degree.Days_DEC","pcp_DEC","tavg_DEC","tmax_DEC","tmin_DEC","personalIncome2022"
"alabama","autauga",469523,4384.62,48,548,58805,594.44,2,-47,924,-47,107.084080262372,98.9250386918781,-0.0790660117084988,0.00336451113653186,0.124982324580009,0.0109473568975191,16.1818181818182,581.363636363636,5.81818181818182,46.7636363636364,57.9454545454545,35.5545454545455,19.1818181818182,372.272727272727,5.97090909090909,52.3909090909091,64.1,40.6545454545455,43.4545454545455,255.727272727273,5.49363636363636,58.1454545454545,70.4454545454545,45.8727272727273,63.5454545454545,87.8181818181818,6.12,64.1818181818182,76.9818181818182,51.4,228.909090909091,10.3636363636364,4.91,72.0272727272727,84.1454545454545,59.8909090909091,420.181818181818,0,4.79454545454545,79.0363636363636,89.6818181818182,68.3363636363636,506.272727272727,0,4.85545454545455,81.3272727272727,91.5,71.1454545454545,494.727272727273,0,4.56454545454545,80.9636363636364,91.3545454545455,70.5545454545455,364.272727272727,0,2.89727272727273,77.1363636363636,88.4363636363636,65.8454545454545,123.363636363636,67,3.15545454545455,66.8090909090909,79.0636363636364,54.5454545454545,12.1818181818182,324.363636363636,3.24454545454545,54.6,67.1090909090909,42.0818181818182,14.4545454545455,447.818181818182,5.64272727272727,51.0181818181818,61.7545454545455,40.3,49391
"alabama","baldwin",1063485,7772.64,94,634,231767,1589.78,34,161,924,-47,136.824167850306,145.785580394772,0.101271874095787,0.0213866069519053,0.081568167315095,0.0120937030404084,33.3636363636364,447.090909090909,4.34272727272727,51.6454545454545,62.2,41.0818181818182,38.2727272727273,273.818181818182,4.57272727272727,56.6,66.9727272727273,46.2545454545455,73.7272727272727,167.181818181818,4.21,62.0090909090909,72.8909090909091,51.0636363636364,102.909090909091,48.2727272727273,6.83727272727273,66.8181818181818,77.8,55.8545454545455,282.181818181818,0.545454545454545,5.01727272727273,74.0363636363636,84.5454545454545,63.5545454545455,459.909090909091,0,7.32818181818182,80.3272727272727,89.3454545454545,71.3090909090909,527.363636363636,0,7.26,82.0181818181818,90.7818181818182,73.2545454545455,522.545454545455,0,7.38909090909091,81.8636363636364,90.8,72.9181818181818,411.363636363636,0,5.15545454545455,78.7181818181818,88.2636363636364,69.1545454545455,179.727272727273,27.0909090909091,4.25181818181818,69.9181818181818,80.9090909090909,58.9363636363636,37.2727272727273,212.727272727273,3.12181818181818,59.1545454545455,70.6909090909091,47.6,32.2727272727273,312.181818181818,6.09454545454545,55.9636363636364,65.8181818181818,46.1090909090909,56747
"alabama","barbour",204641,4749.81,52,347,25223,884.88,12,169,924,-47,43.0840391510397,28.5044299792062,0.190986348431426,0.0135611608353675,0.0730555538010994,0.010947806333306,21.3636363636364,539.090909090909,5.42727272727273,48.3,59.4272727272727,37.1454545454545,25.6363636363636,337.272727272727,4.95363636363636,53.8636363636364,65.2454545454545,42.4818181818182,50.9090909090909,232.909090909091,3.95636363636364,59.1363636363636,71.2272727272727,47.0272727272727,70.9090909090909,83,6.04090909090909,64.6,76.8272727272727,52.3454545454545,228.363636363636,8.27272727272727,3.77272727272727,72.0818181818182,84.0090909090909,60.1545454545455,411.636363636364,0,5.25818181818182,78.7363636363636,89.3818181818182,68.0363636363636,490.909090909091,0,5.28363636363636,80.8454545454545,91.4,70.2363636363636,479.727272727273,0,5.40181818181818,80.4727272727273,90.9545454545455,69.9909090909091,352.181818181818,0,3.74909090909091,76.7454545454545,87.7,65.7727272727273,129.090909090909,50.3636363636364,2.89636363636364,67.5454545454545,79.6909090909091,55.3636363636364,18.7272727272727,287.636363636364,3.12818181818182,56.0363636363636,68.2,43.8636363636364,15.5454545454545,412.363636363636,6.11818181818182,52.2090909090909,62.4636363636364,41.9363636363636,40560
"alabama","bibb",1215384,5896.99,98,1097,22293,622.58,12,148,924,-47,206.102435310218,35.807446432587,0.237720453596325,0.019274631372675,0.186027108745309,0.0166186478186329,11.7272727272727,636.454545454545,5.32545454545455,44.8454545454545,56.0181818181818,33.6818181818182,11.4545454545455,431.272727272727,6.62,50.0181818181818,61.5818181818182,38.4181818181818,32.7272727272727,305.090909090909,5.52363636363636,56.2,68.5727272727273,43.8272727272727,43.4545454545455,121.272727272727,6.39636363636364,62.4181818181818,75.0727272727273,49.7545454545455,191.909090909091,22.3636363636364,3.93181818181818,70.4818181818182,82.5363636363636,58.3727272727273,375.272727272727,0,5.03636363636364,77.5,88.3909090909091,66.6,468,0,4.55545454545455,80.1,90.4454545454545,69.7454545454545,454.545454545455,0,4.68909090909091,79.6636363636364,90.1181818181818,69.1909090909091,323.727272727273,1.54545454545455,2.12909090909091,75.7,87.0363636363636,64.3545454545455,102.636363636364,90.8181818181818,3.18727272727273,65.3818181818182,77.7727272727273,52.9909090909091,7.72727272727273,363.454545454545,3.69818181818182,53.1545454545455,65.6636363636364,40.6363636363636,9.36363636363636,499.818181818182,5.69181818181818,49.1909090909091,59.8454545454545,38.5,37513
"alabama","blount",1179214,5014.82,179,1496,59134,644.78,24,117,924,-47,235.1458277665,91.7119017339247,0.181457241229567,0.0372219982009368,0.298315791992534,0.0356942023841334,7.63636363636364,694.636363636364,5.28636363636364,42.8545454545455,52.3727272727273,33.3272727272727,7.90909090909091,484.454545454545,6.80818181818182,47.9818181818182,57.7363636363636,38.2090909090909,25.3636363636364,357.636363636364,6.53181818181818,54.2818181818182,65.1363636363636,43.4272727272727,34.7272727272727,147.545454545455,6.02,61.2272727272727,72.6545454545455,49.8181818181818,172.727272727273,33.4545454545455,4.15454545454546,69.4727272727273,80.1727272727273,58.7909090909091,353.363636363636,0,5.16909090909091,76.7727272727273,86.7545454545455,66.8090909090909,443.181818181818,0,4.63818181818182,79.2818181818182,88.8,69.7909090909091,416.727272727273,0,5.17545454545455,78.4636363636364,87.9181818181818,68.9454545454545,289.636363636364,5.81818181818182,2.53727272727273,74.4454545454545,84.8454545454545,64.0181818181818,90.3636363636364,113.181818181818,3.69545454545455,64.2636363636364,75.2545454545455,53.2636363636364,6.18181818181818,406.818181818182,3.29545454545455,51.6454545454545,62.7636363636364,40.5363636363636,6.63636363636364,543.090909090909,6.73909090909091,47.6818181818182,56.8818181818182,38.4727272727273,43744
"alabama","bullock",376258,4214.05,52,341,10357,622.8,9,52,924,-47,89.2865533156939,16.6297366730893,0.0834938985228003,0.0144508670520231,0.0809197802588958,0.0123396732359607,19.4545454545455,560.727272727273,5.10181818181818,47.5454545454545,58.6090909090909,36.4818181818182,23.3636363636364,351.727272727273,5.16636363636364,53.2636363636364,64.5181818181818,42.0181818181818,48,246.090909090909,4.12545454545455,58.6181818181818,70.5909090909091,46.6181818181818,66.0909090909091,88.6363636363636,5.82636363636364,64.2545454545455,76.4909090909091,52.0090909090909,217.363636363636,10,3.90272727272727,71.6454545454545,83.4727272727273,59.8181818181818,405.363636363636,0,5.51,78.5181818181818,89.0181818181818,68,485.363636363636,0,5.16454545454545,80.6454545454545,90.9272727272727,70.3727272727273,472.363636363636,0,5.03545454545455,80.2272727272727,90.5272727272727,69.9272727272727,345.090909090909,0,3.75909090909091,76.5090909090909,87.4090909090909,65.5909090909091,118.272727272727,60.8181818181818,3.07909090909091,66.8727272727273,78.8363636363636,54.8727272727273,16.7272727272727,304.818181818182,3.38545454545455,55.4,67.6,43.1727272727273,15.1818181818182,429.272727272727,6.04,51.6272727272727,61.9909090909091,41.2636363636364,31394
"alabama","butler",122095,5896.37,76,1030,19051,776.83,10,-47,924,-47,20.7068077478177,24.5240271359242,-0.0605022978000335,0.0128728293191561,0.174683746101415,0.0128892861201044,22.6363636363636,535.272727272727,5.41818181818182,48.4545454545455,59.9909090909091,36.9181818181818,28.5454545454545,343.545454545455,5.22909090909091,53.7545454545455,65.8818181818182,41.6090909090909,56.2727272727273,222.727272727273,4.59090909090909,59.6363636363636,72.2363636363636,47.0090909090909,71.0909090909091,85.5454545454545,6.20181818181818,64.5090909090909,77.6454545454545,51.3909090909091,227,9.63636363636364,4.77818181818182,72,84.4090909090909,59.5636363636364,415,0,5.81727272727273,78.8090909090909,89.3363636363636,68.3,494.272727272727,0,5.11363636363636,80.9272727272727,91.1181818181818,70.7636363636364,483.636363636364,0,5.11727272727273,80.6090909090909,90.9818181818182,70.2090909090909,356.272727272727,0,3.62,76.8818181818182,88.0636363636364,65.6454545454545,129.727272727273,59.5454545454545,3.67545454545455,67.2636363636364,79.9272727272727,54.6,17.3636363636364,298.545454545455,3.39454545454545,55.6272727272727,68.6272727272727,42.6090909090909,19.9090909090909,407.636363636364,6.22636363636364,52.4818181818182,63.5909090909091,41.3818181818182,46916
"alabama","calhoun",433156,3623.34,133,813,116441,605.87,32,328,924,-47,119.546054193093,192.188093155297,0.541370260947068,0.0528166108241042,0.224378611998874,0.0367064642015378,8.54545454545454,662.636363636364,5.45909090909091,43.9,54.5090909090909,33.2818181818182,8.27272727272727,464.818181818182,6.29727272727273,48.6909090909091,59.8272727272727,37.5545454545455,24.3636363636364,339,5.52636363636364,54.8272727272727,67.0363636363636,42.6454545454545,34.2727272727273,141.181818181818,5.45454545454545,61.4545454545455,74.3636363636364,48.5181818181818,171.545454545455,32.2727272727273,4.72272727272727,69.4909090909091,81.2363636363636,57.7181818181818,352.272727272727,0,5.23,76.7545454545455,87.4181818181818,66.0636363636364,449.454545454545,0,4.55818181818182,79.5090909090909,89.7272727272727,69.2545454545455,430.272727272727,0,4.68090909090909,78.9090909090909,89.2363636363636,68.5272727272727,290.545454545455,4.72727272727273,2.60090909090909,74.5090909090909,85.9818181818182,63.0363636363636,86.8181818181818,108.090909090909,3.10727272727273,64.3181818181818,76.4818181818182,52.1454545454545,6.45454545454545,387.818181818182,3.61181818181818,52.2909090909091,64.7181818181818,39.8545454545455,6.54545454545455,526.727272727273,6.13363636363636,48.1909090909091,58.4090909090909,38,42533
"alabama","chambers",376385,3379.14,52,301,34772,596.53,10,107,924,-47,111.384849399551,58.2904464151007,0.179370693846076,0.0167636162472969,0.0890759187248827,0.0153885308096143,8.54545454545454,638.909090909091,5.56636363636364,44.6636363636364,56.2272727272727,33.1,9.27272727272727,431.909090909091,5.52818181818182,49.9181818181818,61.8,38,23.7272727272727,325.090909090909,4.90909090909091,55.2727272727273,68.2636363636364,42.2818181818182,30.5454545454545,139.545454545455,5.92545454545455,61.3818181818182,74.8454545454546,47.8909090909091,158.727272727273,29.7272727272727,4.12272727272727,69.1727272727273,81.6,56.7272727272727,345.909090909091,0,5.24727272727273,76.5454545454545,87.4545454545455,65.6,442.636363636364,0,4.74454545454545,79.2727272727273,89.6454545454545,68.9363636363636,422.181818181818,0,4.94363636363636,78.6272727272727,89.0090909090909,68.2090909090909,276.181818181818,2.18181818181818,2.86818181818182,74.0909090909091,85.4181818181818,62.7636363636364,76.1818181818182,106.272727272727,3.84545454545455,64.0363636363636,76.3727272727273,51.6636363636364,6.27272727272727,379.909090909091,3.66090909090909,52.5636363636364,65.3,39.7818181818182,5.54545454545455,512.454545454545,6.60363636363636,48.6454545454545,59.4727272727273,37.8272727272727,38876
"alabama","cherokee",497914,4169.75,170,2426,24971,553.7,25,-47,924,-47,119.410995863061,45.0984287520318,-0.0848835109264945,0.0451508036843056,0.581809460998861,0.0407698303255591,7.54545454545455,696.181818181818,5.32272727272727,42.7818181818182,52.7272727272727,32.8272727272727,5.09090909090909,496.272727272727,6.65454545454546,47.5090909090909,58.0818181818182,36.9,22.1818181818182,367.272727272727,5.57636363636364,53.8727272727273,65.5181818181818,42.2090909090909,32.0909090909091,155.272727272727,5.86818181818182,60.8909090909091,73.4454545454545,48.3181818181818,168,34.9090909090909,4.33909090909091,69.2818181818182,80.8,57.7818181818182,341.545454545455,0,4.86090909090909,76.3818181818182,87.1727272727273,65.5727272727273,431.727272727273,0,4.39,78.9181818181818,89.0909090909091,68.7272727272727,411.272727272727,0,4.83636363636364,78.2545454545455,88.5727272727273,67.9636363636364,270.909090909091,6.36363636363636,3.06545454545455,73.8,85.1636363636364,62.4545454545455,74.5454545454545,119.090909090909,3.57909090909091,63.5454545454545,75.3545454545455,51.7727272727273,5.27272727272727,412.636363636364,3.49272727272727,51.4363636363636,63.2636363636364,39.5727272727273,5.18181818181818,557.272727272727,6.69363636363636,47.1909090909091,56.8909090909091,37.4818181818182,44883
